Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2016-01-04,109.44999694824219,109.5999984741211,108.12000274658203,109.5,101.71729278564453,50807600,QQQ
2016-01-05,110.04000091552734,110.18000030517578,108.80000305175781,109.30999755859375,101.54078674316406,38795200,QQQ
2016-01-06,107.41000366210938,108.88999938964844,107.41000366210938,108.26000213623047,100.5654067993164,41891100,QQQ
2016-01-07,105.94999694824219,107.29000091552734,104.80999755859375,104.87000274658203,97.41636657714844,61386300,QQQ
2016-01-08,105.62999725341797,106.29000091552734,103.9000015258789,104.01000213623047,96.61749267578125,69344000,QQQ
2016-01-11,104.75,105.05999755859375,102.7300033569336,104.33000183105469,96.91474151611328,50024100,QQQ
2016-01-12,105.33000183105469,106.08000183105469,104.08000183105469,105.54000091552734,98.03873443603516,46734200,QQQ
2016-01-13,105.97000122070312,106.2300033569336,101.73999786376953,101.9000015258789,94.657470703125,69870700,QQQ
2016-01-14,102.30000305175781,104.9800033569336,100.66999816894531,104.06999969482422,96.67320251464844,78445700,QQQ
2016-01-15,100.62000274658203,101.94000244140625,99.51000213623047,100.83999633789062,93.67281341552734,91443900,QQQ
2016-01-19,102.20999908447266,102.37000274658203,99.87999725341797,101.05999755859375,93.87715148925781,56563800,QQQ
2016-01-20,99.47000122070312,101.83000183105469,97.25,100.75,93.58920288085938,86675000,QQQ
2016-01-21,101.18000030517578,102.3499984741211,99.81999969482422,100.8499984741211,93.6821060180664,61660100,QQQ
2016-01-22,102.87999725341797,103.80999755859375,102.52999877929688,103.7699966430664,96.39456176757812,42229800,QQQ
2016-01-25,103.4000015258789,103.98999786376953,102.13999938964844,102.2300033569336,94.96401977539062,38881500,QQQ
2016-01-26,102.66000366210938,103.58999633789062,101.76000213623047,103.1500015258789,95.8186264038086,36143900,QQQ
2016-01-27,102.55000305175781,102.98999786376953,100.1500015258789,100.58000183105469,93.4312744140625,54524700,QQQ
2016-01-28,102.25,102.29000091552734,100.26000213623047,102.0,94.7503433227539,47641500,QQQ
2016-01-29,101.97000122070312,104.16999816894531,101.94000244140625,104.12999725341797,96.72894287109375,54245100,QQQ
