Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2024-09-19,571.010009765625,572.8800048828125,568.0800170898438,570.97998046875,559.2124633789062,75315500,SPY
2024-09-20,567.8400268554688,569.3099975585938,565.1699829101562,568.25,558.245849609375,77503100,SPY
2024-09-23,569.3400268554688,570.3300170898438,568.0999755859375,569.6699829101562,559.6408081054688,44116900,SPY
2024-09-24,570.47998046875,571.3599853515625,567.5999755859375,571.2999877929688,561.2420654296875,46805700,SPY
2024-09-25,571.1400146484375,571.8900146484375,568.9099731445312,570.0399780273438,560.0042114257812,38428600,SPY
2024-09-26,574.3800048828125,574.7100219726562,569.9000244140625,572.2999877929688,562.2244873046875,48336000,SPY
2024-09-27,573.3900146484375,574.219970703125,570.4199829101562,571.469970703125,561.4091186523438,42100900,SPY
2024-09-30,570.4199829101562,574.3800048828125,568.0800170898438,573.760009765625,563.6588745117188,63557400,SPY
2024-10-01,573.4000244140625,574.0599975585938,566.0,568.6199951171875,558.6093139648438,72668800,SPY
2024-10-02,567.7100219726562,569.9000244140625,565.27001953125,568.8599853515625,558.8450927734375,38097800,SPY
2024-10-03,567.3599853515625,569.7999877929688,565.489990234375,567.8200073242188,557.8234252929688,40846500,SPY
2024-10-04,572.3499755859375,573.3599853515625,568.0999755859375,572.97998046875,562.8925170898438,42939100,SPY
2024-10-07,571.2999877929688,571.9600219726562,566.6300048828125,567.7999877929688,557.8037719726562,49964700,SPY
2024-10-08,570.4199829101562,573.780029296875,569.530029296875,573.1699829101562,563.0792236328125,37398700,SPY
2024-10-09,573.1599731445312,577.7100219726562,572.5499877929688,577.1400146484375,566.9793090820312,37912200,SPY
2024-10-10,575.77001953125,577.5800170898438,574.489990234375,576.1300048828125,565.9871215820312,44138100,SPY
2024-10-11,576.0499877929688,580.3300170898438,575.9099731445312,579.5800170898438,569.3763427734375,42268000,SPY
2024-10-14,581.219970703125,585.27001953125,580.72998046875,584.3200073242188,574.0330200195312,36217200,SPY
2024-10-15,584.5900268554688,584.9000244140625,578.5399780273438,579.780029296875,569.5728149414062,54203600,SPY
2024-10-16,579.780029296875,582.8300170898438,578.9600219726562,582.2999877929688,572.0484619140625,30725400,SPY
2024-10-17,585.9099731445312,586.1199951171875,582.1599731445312,582.3499755859375,572.0975341796875,34393700,SPY
2024-10-18,584.0700073242188,585.3900146484375,582.5800170898438,584.5900268554688,574.2982177734375,37416800,SPY
2024-10-21,583.8499755859375,584.8499755859375,580.5999755859375,583.6300048828125,573.3551025390625,36439000,SPY
2024-10-22,581.0499877929688,584.5,580.3800048828125,583.3200073242188,573.050537109375,34183800,SPY
2024-10-23,581.260009765625,581.7100219726562,574.4199829101562,577.989990234375,567.8142700195312,49314600,SPY
2024-10-24,579.97998046875,580.0599975585938,576.5700073242188,579.239990234375,569.0423583984375,34979900,SPY
2024-10-25,581.510009765625,584.4600219726562,578.0800170898438,579.0399780273438,568.845947265625,47268200,SPY
2024-10-28,582.5800170898438,582.7100219726562,580.52001953125,580.8300170898438,570.6043701171875,30174700,SPY
2024-10-29,579.8499755859375,582.9099731445312,578.4299926757812,581.77001953125,571.5277709960938,42899700,SPY
2024-10-30,581.2899780273438,583.3200073242188,579.2899780273438,580.010009765625,569.798828125,41435800,SPY
2024-10-31,575.5599975585938,575.6300048828125,568.4400024414062,568.6400146484375,558.6289672851562,60182500,SPY
2024-11-01,571.3200073242188,575.5499877929688,570.6199951171875,571.0399780273438,560.9866943359375,45667500,SPY
2024-11-04,571.1799926757812,572.5,567.8900146484375,569.8099975585938,559.7783203125,38217000,SPY
2024-11-05,570.739990234375,576.739990234375,570.52001953125,576.7000122070312,566.5470581054688,39478300,SPY
2024-11-06,589.2000122070312,591.9299926757812,585.3900146484375,591.0399780273438,580.6345825195312,68182000,SPY
2024-11-07,593.0800170898438,596.6500244140625,593.0,595.6099853515625,585.1241455078125,47233200,SPY
2024-11-08,596.1699829101562,599.6400146484375,596.1699829101562,598.1900024414062,587.65869140625,46444900,SPY
2024-11-11,599.8099975585938,600.1699829101562,597.0,598.760009765625,588.2186279296875,37586800,SPY
2024-11-12,598.6799926757812,599.2899780273438,594.3699951171875,596.9000244140625,586.3914184570312,43006100,SPY
2024-11-13,597.3699951171875,599.22998046875,594.9600219726562,597.1900024414062,586.6763916015625,47388600,SPY
2024-11-14,597.3200073242188,597.8099975585938,592.6500244140625,593.3499755859375,582.9039916992188,38904100,SPY
2024-11-15,589.719970703125,590.2000122070312,583.8599853515625,585.75,575.437744140625,75988800,SPY
2024-11-18,586.219970703125,589.489990234375,585.3400268554688,588.1500244140625,577.7954711914062,37001700,SPY
2024-11-19,584.7100219726562,591.0399780273438,584.030029296875,590.2999877929688,579.9075927734375,49412000,SPY
2024-11-20,590.3800048828125,590.7899780273438,584.6300048828125,590.5,580.1041259765625,50032600,SPY
2024-11-21,593.4000244140625,595.1199951171875,587.4500122070312,593.6699829101562,583.21826171875,46750300,SPY
2024-11-22,593.6599731445312,596.1500244140625,593.1500244140625,595.510009765625,585.0259399414062,38226400,SPY
2024-11-25,599.52001953125,600.8599853515625,595.2000122070312,597.530029296875,587.0103149414062,42441400,SPY
2024-11-26,598.7999877929688,601.3300170898438,598.0700073242188,600.6500244140625,590.0753784179688,45621300,SPY
2024-11-27,600.4600219726562,600.8499755859375,597.280029296875,598.8300170898438,588.2874145507812,34000200,SPY
2024-11-29,599.6599731445312,603.3499755859375,599.3800048828125,602.5499877929688,591.9420166015625,30177400,SPY
2024-12-02,602.969970703125,604.3200073242188,602.469970703125,603.6300048828125,593.0029907226562,31746000,SPY
2024-12-03,603.3900146484375,604.1599731445312,602.3400268554688,603.9099731445312,593.2779541015625,26906600,SPY
2024-12-04,605.6300048828125,607.9099731445312,604.9500122070312,607.6599731445312,596.9619750976562,42787600,SPY
2024-12-05,607.6599731445312,608.47998046875,606.2999877929688,606.6599731445312,595.9795532226562,28762200,SPY
2024-12-06,607.4400024414062,609.0700073242188,607.02001953125,607.8099975585938,597.1094360351562,31241500,SPY
2024-12-09,607.6900024414062,607.8599853515625,604.0800170898438,604.6799926757812,594.034423828125,34742700,SPY
2024-12-10,605.3699951171875,605.7999877929688,602.1300048828125,602.7999877929688,592.1875610351562,37234500,SPY
2024-12-11,605.780029296875,608.4299926757812,605.5,607.4600219726562,596.7655639648438,28677700,SPY
2024-12-12,606.5800170898438,607.1599731445312,604.3300170898438,604.3300170898438,593.690673828125,31543800,SPY
2024-12-13,606.4000244140625,607.1300048828125,602.8099975585938,604.2100219726562,593.57275390625,35904700,SPY
2024-12-16,606.0,607.780029296875,605.2100219726562,606.7899780273438,596.1073608398438,43695200,SPY
2024-12-17,604.1900024414062,605.1699829101562,602.8900146484375,604.2899780273438,593.6513671875,55773500,SPY
2024-12-18,603.97998046875,606.4099731445312,585.8900146484375,586.280029296875,575.9584350585938,108248700,SPY
2024-12-19,591.3599853515625,593.0,585.8499755859375,586.0999755859375,575.7816162109375,85919500,SPY
2024-12-20,581.77001953125,595.75,580.9099731445312,591.1500244140625,582.6973266601562,125716700,SPY
2024-12-23,590.8900146484375,595.2999877929688,587.6599731445312,594.6900024414062,586.1865844726562,57635800,SPY
2024-12-24,596.0599975585938,601.3400268554688,595.469970703125,601.2999877929688,592.7020874023438,33160100,SPY
2024-12-26,599.5,602.47998046875,598.0800170898438,601.3400268554688,592.7415771484375,41219100,SPY
2024-12-27,597.5399780273438,597.780029296875,590.760009765625,595.010009765625,586.5020141601562,64969300,SPY
2024-12-30,587.8900146484375,591.739990234375,584.4099731445312,588.219970703125,579.8091430664062,56578800,SPY
2024-12-31,589.9099731445312,590.6400146484375,584.4199829101562,586.0800170898438,577.6997680664062,57052700,SPY
2025-01-02,589.3900146484375,591.1300048828125,580.5,584.6400146484375,576.2802734375,50204000,SPY
2025-01-03,587.530029296875,592.5999755859375,586.4299926757812,591.9500122070312,583.4857788085938,37888500,SPY
2025-01-06,596.27001953125,599.7000122070312,593.5999755859375,595.3599853515625,586.8469848632812,47679400,SPY
2025-01-07,597.4199829101562,597.75,586.780029296875,588.6300048828125,580.2131958007812,60393100,SPY
2025-01-08,588.7000122070312,590.5800170898438,585.2000122070312,589.489990234375,581.0609741210938,47304700,SPY
2025-01-10,585.8800048828125,585.9500122070312,578.5499877929688,580.489990234375,572.1896362304688,73105000,SPY
2025-01-13,575.77001953125,581.75,575.3499755859375,581.3900146484375,573.0768432617188,47910100,SPY
2025-01-14,584.3599853515625,585.0,578.3499755859375,582.1900024414062,573.8653564453125,48420600,SPY
2025-01-15,590.3300170898438,593.9400024414062,589.2000122070312,592.780029296875,584.303955078125,56900200,SPY
2025-01-16,594.1699829101562,594.3499755859375,590.9299926757812,591.6400146484375,583.1802368164062,43319700,SPY
2025-01-17,596.9600219726562,599.3599853515625,595.6099853515625,597.5800170898438,589.0353393554688,58070600,SPY
2025-01-21,600.6699829101562,603.0599975585938,598.6699829101562,603.0499877929688,594.4271240234375,42532900,SPY
